"ID","variable","value"
"2839","cd","1"
"2840","cd","0"
"2841","cd","0"
"2842","cd","1"
"2843","cd","0"
"2844","cd",NA
"2845","cd","0"
"2846","cd","0"
"2847","cd","0"
"2848","cd","0"
"2849","cd","0"
"2850","cd","0"
"2851","cd","0"
"2852","cd","0"
"2853","cd","0"
"2854","cd","0"
"2855","cd","0"
"2856","cd","0"
"2857","cd","0"
"2858","cd","0"
"2859","cd","0"
"2860","cd","0"
"2861","cd","0"
"2862","cd","0"
"2863","cd","0"
"2864","cd","0"
"2865","cd","0"
"2866","cd","0"
"2867","cd","1"
"2868","cd","0"
"2869","cd","0"
"2870","cd","0"
"2871","cd","0"
"2872","cd","0"
"2873","cd","0"
"2874","cd","0"
"2875","cd","0"
"2876","cd","0"
"2877","cd","0"
"2878","cd","0"
"2879","cd","0"
"2880","cd","0"
"2881","cd","0"
"2882","cd","0"
"2883","cd","0"
"2884","cd","0"
"2885","cd","0"
"2886","cd","0"
"2887","cd","0"
"2888","cd","0"
"2889","cd","0"
"2890","cd","0"
"2891","cd","0"
"2892","cd","0"
"2893","cd",NA
"2894","cd","0"
"2895","cd","0"
"2896","cd","0"
"2897","cd","0"
"2898","cd","0"
"2899","cd","1"
"2900","cd","0"
"2901","cd","0"
"2902","cd","0"
"2903","cd","0"
"2904","cd","0"
"2905","cd","1"
"2906","cd","0"
"2907","cd","0"
"2908","cd","0"
"2909","cd",NA
"2910","cd","0"
"2911","cd","0"
"2912","cd","0"
"2913","cd","0"
"2914","cd","0"
"2915","cd","0"
"2916","cd","0"
"2917","cd","0"
"2918","cd","0"
"2919","cd","0"
"2920","cd","1"
"2921","cd","0"
"2922","cd","0"
"2923","cd","0"
"2924","cd","0"
"2925","cd","0"
"2926","cd","0"
"2927","cd","0"
"2928","cd","0"
"2929","cd","0"
"2930","cd","0"
"2931","cd","0"
"2932","cd","0"
"2933","cd","0"
"2934","cd","0"
"2935","cd","0"
"2936","cd","0"
"2937","cd","0"
"2938","cd",NA
"2939","cd","0"
"2940","cd","0"
"2941","cd","0"
"2942","cd","0"
"2943","cd","0"
"2944","cd","0"
"2945","cd","0"
"2946","cd","0"
"2947","cd","0"
"2948","cd","0"
"2949","cd","0"
"2950","cd","0"
"2951","cd","0"
"2952","cd",NA
"2953","cd","0"
"2954","cd","0"
"2955","cd","0"
"2956","cd","0"
"2957","cd","1"
"2958","cd","0"
"2959","cd","0"
"2960","cd","0"
"2961","cd","0"
"2962","cd","0"
"2963","cd","0"
"2964","cd","0"
"2965","cd","0"
"2966","cd","0"
"2967","cd","0"
"2968","cd","0"
"2969","cd","0"
"2970","cd","0"
"2971","cd","0"
"2972","cd","1"
"2973","cd","1"
"2974","cd","0"
"2975","cd","0"
"2976","cd","0"
"2977","cd","1"
"2978","cd","0"
"2979","cd","0"
"2980","cd","0"
"2981","cd","0"
"2982","cd","0"
"2983","cd","0"
"2984","cd","0"
"2985","cd","0"
"2986","cd","0"
"2987","cd","1"
"2988","cd","0"
"2989","cd","0"
"2990","cd","0"
"2991","cd","0"
"2992","cd","0"
"2993","cd","0"
"2994","cd","0"
"2995","cd","0"
"2996","cd","0"
"2997","cd","1"
"2998","cd","0"
"2999","cd","0"
"3000","cd","0"
"3001","cd","0"
"3002","cd","0"
"3003","cd","0"
"3004","cd","0"
"3005","cd","0"
"3006","cd","0"
"3007","cd","1"
"3008","cd","0"
"3009","cd","0"
"3010","cd","0"
"3011","cd","0"
"3012","cd","0"
"3013","cd","0"
"3014","cd","0"
"3015","cd","0"
"3016","cd","0"
"3017","cd","0"
"3018","cd","0"
"3019","cd","0"
"3020","cd","0"
"3021","cd","0"
"3022","cd","0"
"3023","cd","0"
"3024","cd",NA
"3025","cd","0"
"3026","cd","0"
"3027","cd","0"
"3028","cd","0"
"3029","cd","0"
"3030","cd","0"
"3031","cd","0"
"3032","cd","0"
"3033","cd","0"
"3034","cd","0"
"3035","cd","0"
"3036","cd","0"
"3037","cd","0"
"3038","cd","1"
"3039","cd","0"
"3040","cd","0"
"3041","cd","0"
"3042","cd","0"
"3043","cd","0"
"3044","cd","0"
"3045","cd","0"
"3046","cd","0"
"3047","cd","0"
"3048","cd","0"
"3049","cd","0"
"3050","cd","0"
"3051","cd","0"
"3052","cd","0"
"3053","cd","0"
"3054","cd","0"
"3055","cd","1"
"3056","cd","0"
"3057","cd","0"
"3058","cd","0"
"3059","cd","0"
"3060","cd","0"
"3061","cd","0"
"3062","cd","0"
"3063","cd","0"
"3064","cd","0"
"3065","cd","0"
"3066","cd","0"
"3067","cd","0"
"3068","cd","0"
"3069","cd","0"
"3070","cd","0"
"3071","cd","0"
"3072","cd","0"
"3073","cd","0"
"3074","cd","0"
"3075","cd","0"
"3076","cd","0"
"3077","cd","0"
"3078","cd","0"
"3079","cd","1"
"3080","cd","0"
"3081","cd","0"
"3082","cd","0"
"3083","cd","0"
"3084","cd","1"
"3085","cd","0"
"3086","cd","0"
"3087","cd",NA
"3088","cd","0"
"3089","cd",NA
"3090","cd","0"
"3091","cd","0"
"3092","cd","0"
"3093","cd","0"
"3094","cd",NA
"3095","cd","0"
"3096","cd","0"
"3097","cd","1"
"3098","cd","0"
"3099","cd","0"
"3100","cd","0"
"3101","cd","0"
"3102","cd","0"
"3103","cd","0"
"3104","cd","0"
"3105","cd","0"
"3106","cd","0"
"3107","cd","0"
"3108","cd","0"
"3109","cd","0"
"3110","cd",NA
"3111","cd","0"
"3112","cd","0"
"3113","cd","0"
"3114","cd","0"
"3115","cd","0"
"3116","cd","0"
"3117","cd","0"
"3118","cd","0"
"3119","cd","0"
"3120","cd","0"
"3121","cd","0"
"3122","cd","0"
"3123","cd","0"
"3124","cd","0"
"3125","cd","0"
"3126","cd","0"
"3127","cd",NA
"3128","cd","0"
"3129","cd",NA
"3130","cd","0"
"3131","cd","0"
"3132","cd","0"
"3133","cd","0"
"3134","cd","0"
"3135","cd","0"
"3136","cd","0"
"3137","cd","1"
"3138","cd","0"
"3139","cd",NA
"3140","cd","0"
"3141","cd","0"
"3142","cd","0"
"3143","cd","1"
"3144","cd","0"
"3145","cd","0"
"3146","cd","0"
"3147","cd","0"
"3148","cd","0"
"3149","cd","0"
"3150","cd","0"
"3151","cd","0"
"3152","cd","0"
"3153","cd","0"
"3154","cd","0"
"3155","cd","0"
"3156","cd","0"
"3157","cd","0"
"3158","cd","0"
"3159","cd","0"
"3160","cd","0"
"3161","cd","1"
"3162","cd","0"
"3163","cd","0"
"3164","cd","0"
"3165","cd","0"
"3166","cd","0"
"3167","cd","0"
"3168","cd","0"
"3169","cd","0"
"3170","cd","0"
"3171","cd","0"
"3172","cd","0"
"3173","cd","0"
"3174","cd","0"
"3175","cd","0"
"3176","cd",NA
"3177","cd","0"
"3178","cd",NA
"3179","cd","0"
"3180","cd","0"
"3181","cd","0"
"3182","cd","0"
"3183","cd","0"
"3184","cd","0"
"3185","cd","0"
"3186","cd","0"
"3187","cd","0"
"3188","cd","0"
"3189","cd","0"
"3190","cd","0"
"3191","cd","0"
"3192","cd","0"
"3193","cd","0"
"3194","cd","0"
"3195","cd","0"
"3196","cd","0"
"3197","cd","0"
"3198","cd","0"
"3199","cd","0"
"3200","cd","0"
"3201","cd","0"
"3202","cd","0"
"3203","cd","0"
"3204","cd","0"
"3205","cd","0"
"3206","cd","0"
"3207","cd","0"
"3208","cd","0"
"3209","cd","0"
"3210","cd","1"
"3211","cd","0"
"3212","cd","0"
"3213","cd","0"
"3214","cd","0"
"3215","cd","0"
"3216","cd","0"
"3217","cd","0"
"3218","cd","1"
"3219","cd","0"
"3220","cd","0"
"3221","cd","0"
"3222","cd","0"
"3223","cd","0"
"3224","cd","0"
"3225","cd","0"
"3226","cd","0"
"3227","cd","0"
"3228","cd","0"
"3229","cd","0"
"3230","cd","0"
"3231","cd","0"
"3232","cd","0"
"3233","cd","0"
"3234","cd","0"
"3235","cd","0"
"3236","cd","0"
"3237","cd","0"
"3238","cd","1"
"3239","cd","0"
"3240","cd","0"
"3241","cd","0"
"3242","cd","0"
"3243","cd","0"
"3244","cd","0"
"3245","cd","0"
"3246","cd","0"
"3247","cd","0"
"3248","cd","0"
"3249","cd","0"
"3250","cd","0"
"3251","cd","0"
"3252","cd","0"
"3253","cd","0"
"3254","cd","0"
"3255","cd","0"
"3256","cd","0"
"3257","cd","0"
"3258","cd","0"
"3259","cd","0"
"3260","cd","0"
"3261","cd","0"
"3262","cd",NA
"3263","cd","0"
"3264","cd","0"
"3265","cd","0"
"3266","cd","0"
"3267","cd","0"
"3268","cd","0"
"3269","cd","0"
"3270","cd",NA
"3271","cd","0"
"3272","cd","0"
"3273","cd","0"
"3274","cd","0"
"3275","cd","0"
"3276","cd","0"
"3277","cd","0"
"3278","cd","0"
"3279","cd","0"
"3280","cd","0"
"3281","cd","0"
"3282","cd","0"
"3283","cd","0"
"3284","cd","0"
"3285","cd","0"
"3286","cd","0"
"3287","cd","0"
"3288","cd","0"
"3289","cd","0"
"3290","cd","0"
"3291","cd","0"
"3292","cd","0"
"3293","cd","0"
"3294","cd","0"
"3295","cd","0"
"3296","cd","0"
"3297","cd","0"
"3298","cd","0"
"3299","cd","0"
"3300","cd","0"
"3301","cd","0"
"3302","cd","0"
"3303","cd","0"
"3304","cd","0"
"3305","cd","0"
"3306","cd","0"
"3307","cd","0"
"3308","cd","0"
"3309","cd","0"
"3310","cd","0"
"3311","cd","0"
"3312","cd","0"
"3313","cd","0"
"3314","cd","0"
"3315","cd","0"
"3316","cd",NA
"3317","cd","0"
"3318","cd","0"
"3319","cd","0"
"3320","cd","0"
"3321","cd","0"
"3322","cd","0"
"3323","cd","1"
"3324","cd","0"
"3325","cd","0"
"3326","cd","0"
"3327","cd","0"
"3328","cd","1"
"3329","cd","0"
"3330","cd","0"
"3331","cd","0"
"3332","cd","0"
"3333","cd",NA
"3334","cd","0"
"3335","cd","0"
"3336","cd","0"
"3337","cd","0"
"3338","cd","0"
"3339","cd","0"
"3340","cd","0"
"3341","cd","0"
"3342","cd","0"
"3343","cd","0"
"3344","cd","0"
"3345","cd",NA
"3346","cd","1"
"3347","cd","0"
"3348","cd","1"
"3349","cd","0"
"3350","cd","0"
"3351","cd","0"
"3352","cd","0"
"3353","cd","0"
"3354","cd","0"
"3355","cd","0"
"3356","cd","0"
"3357","cd","0"
"3358","cd","1"
"3359","cd","0"
"3360","cd","0"
"3361","cd","0"
"3362","cd","0"
"3363","cd","0"
"3364","cd","0"
"3365","cd","0"
"3366","cd","0"
"3367","cd","0"
"3368","cd","0"
"3369","cd","1"
"3370","cd","0"
"3371","cd","0"
"3372","cd","0"
"3373","cd","0"
"3374","cd","1"
"3375","cd","0"
"3376","cd","0"
"3377","cd","0"
"3378","cd","0"
"3379","cd","0"
"3380","cd","0"
"3381","cd","0"
"3382","cd","0"
"3383","cd","1"
"3384","cd","0"
"3385","cd","0"
"3386","cd","0"
"3387","cd","0"
"3388","cd","0"
"3389","cd","0"
"3390","cd","0"
"3391","cd","0"
"3392","cd","0"
"3393","cd","0"
"3394","cd","0"
"3395","cd","0"
"3396","cd","0"
"3397","cd","0"
"3398","cd","0"
"3399","cd","0"
"3400","cd","0"
"3401","cd","0"
"3402","cd","0"
"3403","cd","0"
"3404","cd","0"
"3405","cd","0"
"3406","cd","0"
"3407","cd","0"
"3408","cd","0"
"3409","cd","0"
"3410","cd","0"
"3411","cd",NA
"3412","cd","0"
"3413","cd","0"
"3414","cd","0"
"3415","cd","0"
"3416","cd","0"
"3417","cd","0"
"3418","cd","0"
"3419","cd","1"
"3420","cd","0"
"3421","cd","0"
"3422","cd","0"
"3423","cd","0"
"3424","cd","0"
"3425","cd","0"
"3426","cd","0"
"3427","cd","0"
"3428","cd","0"
"3429","cd","0"
"3430","cd","0"
"3431","cd","0"
"3432","cd","0"
"3433","cd","0"
"3434","cd","0"
"3435","cd","0"
"3436","cd","0"
"3437","cd","0"
"3438","cd","0"
"3439","cd","0"
"3440","cd","1"
"3441","cd","0"
"3442","cd","1"
"3443","cd","0"
"3444","cd","0"
"3445","cd","0"
"3446","cd","0"
"3447","cd","0"
"3448","cd","0"
"3449","cd","0"
"3450","cd","1"
"3451","cd","0"
"3452","cd","0"
"3453","cd","0"
"3454","cd","0"
"3455","cd","0"
"3456","cd","0"
"3457","cd","0"
"3458","cd","0"
"3459","cd","0"
"3460","cd","0"
"3461","cd","0"
"3462","cd","0"
"3463","cd","0"
"3464","cd","0"
"3465","cd","1"
"3466","cd","0"
"3467","cd","0"
"3468","cd","0"
"3469","cd","0"
"3470","cd","0"
"3471","cd","0"
"3472","cd","0"
"3473","cd","0"
"3474","cd","0"
"3475","cd","0"
"3476","cd","0"
"3477","cd","0"
"3478","cd","0"
"3479","cd","0"
"3480","cd","0"
"3481","cd","0"
"3482","cd","0"
"3483","cd","0"
"3484","cd","0"
"3485","cd","0"
"3486","cd","0"
"3487","cd","0"
"3488","cd","0"
"3489","cd","0"
"3490","cd","0"
"3491","cd","0"
"3492","cd","0"
"3493","cd","0"
"3494","cd","0"
"3495","cd","0"
"3496","cd","0"
"3497","cd","0"
"3498","cd","0"
"3499","cd","0"
"3500","cd","0"
"3501","cd","0"
"3502","cd","0"
"3503","cd","0"
"3504","cd","0"
"3505","cd","0"
"3506","cd","0"
"3507","cd","1"
"3508","cd","1"
"3509","cd","0"
"3510","cd","0"
"3511","cd","0"
"3512","cd","0"
"3513","cd","0"
"3514","cd","0"
"3515","cd",NA
"3516","cd","0"
"3517","cd",NA
"3518","cd","0"
"3519","cd","0"
"3520","cd","0"
"3521","cd","0"
"3522","cd","0"
"3523","cd","0"
"3524","cd",NA
"3525","cd","0"
"3526","cd","0"
"3527","cd","0"
"3528","cd","0"
"3529","cd","0"
"3530","cd","0"
"3531","cd","0"
"3532","cd","0"
"3533","cd","0"
"3534","cd","0"
"3535","cd","0"
"3536","cd","0"
"3537","cd","0"
"3538","cd","0"
"3539","cd","0"
"3540","cd","0"
"3541","cd","0"
"3542","cd","0"
"3543","cd","0"
"3544","cd","0"
"3545","cd","0"
"3546","cd","0"
"3547","cd","0"
"3548","cd","0"
"3549","cd","0"
"3550","cd","0"
"3551","cd","0"
"3552","cd","0"
"3553","cd","0"
"3554","cd","0"
"3555","cd","0"
"3556","cd","0"
"3557","cd","0"
"3558","cd","0"
"3559","cd","0"
"3560","cd","0"
"3561","cd","0"
"3562","cd","0"
"3563","cd","1"
"3564","cd","0"
"3565","cd","0"
"3566","cd","0"
"3567","cd","0"
"3568","cd","0"
"3569","cd","0"
"3570","cd","0"
"3571","cd","0"
"3572","cd","0"
"3573","cd","0"
"3574","cd","0"
"3575","cd","0"
"3576","cd","0"
"3577","cd","0"
"3578","cd","0"
"3579","cd","0"
"3580","cd","1"
"3581","cd","0"
"3582","cd","0"
"3583","cd","0"
"3584","cd","0"
"3585","cd","0"
"3586","cd","0"
"3587","cd","0"
"3588","cd","0"
"3589","cd","0"
"3590","cd","0"
"3591","cd","0"
"3592","cd","0"
"3593","cd","0"
"3594","cd","0"
"3595","cd","0"
"3596","cd","0"
"3597","cd","0"
"3598","cd","0"
"3599","cd","0"
"3600","cd","1"
"3601","cd","0"
"3602","cd","0"
"3603","cd","0"
"3604","cd","0"
"3605","cd","0"
"3606","cd","0"
"3607","cd","0"
"3608","cd","0"
"3609","cd","0"
"3610","cd","0"
"3611","cd","0"
"3612","cd","0"
"3613","cd","1"
"3614","cd","0"
"3615","cd","0"
"3616","cd","0"
"3617","cd","0"
"3618","cd","0"
"3619","cd","0"
"3620","cd","0"
"3621","cd","0"
"3622","cd","0"
"3623","cd","0"
"3624","cd","0"
"3625","cd","0"
"3626","cd","0"
"3627","cd","0"
"3628","cd","0"
"3629","cd","0"
"3630","cd","0"
"3631","cd","0"
"3632","cd","0"
"3633","cd","0"
"3634","cd","0"
"3635","cd","0"
"3636","cd","0"
"3637","cd","0"
"3638","cd","0"
"3639","cd","0"
"3640","cd","0"
"3641","cd","0"
"3642","cd","0"
"3643","cd","0"
"3644","cd","0"
"3645","cd","0"
"3646","cd","0"
"3647","cd","0"
"3648","cd","0"
"3649","cd","0"
"3650","cd","0"
"3651","cd","0"
"3652","cd","0"
"3653","cd","0"
"3654","cd","0"
"3655","cd","0"
"3656","cd","0"
"3657","cd","0"
"3658","cd","0"
"3659","cd","0"
"3660","cd","0"
"3661","cd","0"
"3662","cd","1"
"3663","cd","0"
"3664","cd","1"
"3665","cd","0"
"3666","cd","0"
"3667","cd","0"
"3668","cd","0"
"3669","cd","0"
"3670","cd","0"
"3671","cd","0"
"3672","cd","0"
"3673","cd","0"
"3674","cd","0"
"3675","cd","0"
"3676","cd","0"
"3677","cd","0"
"3678","cd","0"
"3679","cd","0"
"3680","cd","0"
"3681","cd","0"
"3682","cd","0"
"3683","cd","0"
"3684","cd","0"
"3685","cd","0"
"3686","cd","0"
"3687","cd","0"
"3688","cd","0"
"3689","cd","0"
"3690","cd","0"
"3691","cd","0"
"3692","cd","0"
"3693","cd","0"
"3694","cd","0"
"3695","cd","0"
"3696","cd","0"
"3697","cd","0"
"3698","cd","0"
"3699","cd","1"
"3700","cd","0"
"3701","cd","0"
"3702","cd","0"
"3703","cd","0"
"3704","cd","0"
"3705","cd","0"
"3706","cd","0"
"3707","cd","0"
"3708","cd","0"
"3709","cd","0"
"3710","cd","0"
"3711","cd","0"
"3712","cd","0"
"3713","cd","0"
"3714","cd","0"
"3715","cd","0"
"3716","cd","0"
"3717","cd","0"
"3718","cd","0"
"3719","cd","0"
"3720","cd","0"
"3721","cd","0"
"3722","cd","1"
"3723","cd","0"
"3724","cd","0"
"3725","cd","0"
"3726","cd","0"
"3727","cd","0"
"3728","cd",NA
"3729","cd","0"
"3730","cd","0"
"3731","cd","0"
"3732","cd","0"
"3733","cd","0"
"3734","cd","0"
"3735","cd","0"
"3736","cd","0"
"3737","cd","0"
"3738","cd","0"
"3739","cd","0"
"3740","cd","0"
"3741","cd","0"
"3742","cd","0"
"3743","cd","1"
"3744","cd",NA
"3745","cd","0"
"3746","cd","0"
"3747","cd","1"
"3748","cd","0"
"3749","cd","0"
"3750","cd","0"
"3751","cd","0"
"3752","cd","0"
"3753","cd","0"
"3754","cd","0"
"3755","cd","0"
"3756","cd","0"
"3757","cd","0"
"3758","cd",NA
"3759","cd","0"
"3760","cd","0"
"3761","cd","0"
"3762","cd","0"
"3763","cd","0"
"3764","cd","0"
"3765","cd","0"
"3766","cd","0"
"3767","cd","0"
"3768","cd","0"
"3769","cd","1"
"3770","cd","0"
"3771","cd","0"
"3772","cd","0"
"3773","cd","0"
"3774","cd","0"
"3775","cd","0"
"3776","cd","0"
"3777","cd","0"
"3778","cd","0"
"3779","cd","0"
"3780","cd","0"
"3781","cd","0"
"3782","cd","1"
"3783","cd","0"
"3784","cd","0"
"3785","cd","0"
"3786","cd","0"
"3787","cd","0"
"3788","cd","1"
"3789","cd","0"
"3790","cd","0"
"3791","cd","0"
"3792","cd","0"
"3793","cd","0"
"3794","cd","0"
"3795","cd","0"
"3796","cd","0"
"3797","cd","0"
"3798","cd","0"
"3799","cd","0"
"3800","cd","0"
"3801","cd","0"
"3802","cd","0"
"3803","cd","0"
"3804","cd","0"
"3805","cd","0"
"3806","cd","0"
"3807","cd","0"
"3808","cd","0"
"3809","cd","0"
"3810","cd","0"
"3811","cd","0"
"3812","cd","0"
"3813","cd","0"
"3814","cd","0"
"3815","cd","0"
"3816","cd","0"
"3817","cd","0"
"3818","cd","0"
"3819","cd","0"
"3820","cd","0"
"3821","cd","0"
"3822","cd","0"
"3823","cd","0"
"3824","cd","0"
"3825","cd","0"
"3826","cd","0"
"3827","cd","0"
"3828","cd","0"
"3829","cd","0"
"3830","cd","0"
"3831","cd","0"
"3832","cd","0"
"3833","cd","0"
"3834","cd","0"
"3835","cd","0"
"3836","cd","0"
"3837","cd","0"
"3838","cd","0"
"3839","cd","0"
"3840","cd","0"
"3841","cd","0"
"3842","cd","0"
"3843","cd","0"
"3844","cd","0"
"3845","cd","0"
"3846","cd","0"
"3847","cd","0"
"3848","cd","0"
"3849","cd","0"
"3850","cd","0"
"3851","cd",NA
"3852","cd","0"
"3853","cd","1"
"3854","cd","0"
"3855","cd","0"
"3856","cd","0"
"3857","cd","0"
"3858","cd","0"
"3859","cd","0"
"3860","cd","0"
"3861","cd","0"
"3862","cd","0"
"3863","cd","0"
"3864","cd","0"
"3865","cd","0"
"3866","cd","0"
"3867","cd",NA
"3868","cd","0"
"3869","cd","0"
"3870","cd","0"
"3871","cd","0"
"3872","cd","0"
"3873","cd","0"
"3874","cd","0"
"3875","cd","0"
"3876","cd","0"
"3877","cd","0"
"3878","cd","0"
"3879","cd","0"
"3880","cd","0"
"3881","cd","0"
"3882","cd","0"
"3883","cd","0"
"3884","cd","0"
"3885","cd","0"
"3886","cd","0"
"3887","cd","1"
"3888","cd","0"
"3889","cd","0"
"3890","cd","0"
"3891","cd","0"
"3892","cd","0"
"3893","cd","0"
"3894","cd","0"
"3895","cd","0"
"3896","cd","0"
"3897","cd","1"
"3898","cd","0"
"3899","cd","0"
"3900","cd","0"
"3901","cd","1"
"3902","cd","0"
"3903","cd","0"
"3904","cd","0"
"3905","cd","0"
"3906","cd","0"
"3907","cd","0"
"3908","cd","0"
"3909","cd","0"
"3910","cd","0"
"3911","cd","0"
"3912","cd","0"
"3913","cd","0"
"3914","cd","0"
"3915","cd","0"
"3916","cd","0"
"3917","cd","0"
"3918","cd","0"
"3919","cd","0"
"3920","cd","0"
"3921","cd","1"
"3922","cd","0"
"3923","cd",NA
"3924","cd","0"
"3925","cd","0"
"3926","cd","0"
"3927","cd","0"
"3928","cd","0"
"3929","cd","0"
"3930","cd","0"
"3931","cd","0"
"3932","cd","0"
"3933","cd","0"
"3934","cd","0"
"3935","cd","0"
"3936","cd","0"
"3937","cd",NA
"3938","cd","0"
"3939","cd","0"
"3940","cd","0"
"3941","cd","0"
"3942","cd","0"
"3943","cd","0"
"3944","cd","0"
"3945","cd","0"
"3946","cd","0"
"3947","cd","0"
"3948","cd","0"
"3949","cd","1"
"3950","cd","0"
"3951","cd","0"
"3952","cd","0"
"3953","cd","0"
"3954","cd","0"
"3955","cd","0"
"3956","cd","0"
"3957","cd","0"
"3958","cd","0"
"3959","cd","0"
"3960","cd","0"
"3961","cd","0"
"3962","cd","0"
"3963","cd","0"
"3964","cd","0"
"3965","cd","0"
"3966","cd","0"
"3967","cd","0"
"3968","cd","0"
"3969","cd","0"
"3970","cd","0"
"3971","cd","0"
"3972","cd","0"
"3973","cd","0"
"3974","cd","0"
"3975","cd","0"
"3976","cd","0"
"3977","cd","0"
"3978","cd","1"
"3979","cd","0"
"3980","cd","1"
"3981","cd","0"
"3982","cd","1"
"3983","cd","0"
"3984","cd","0"
"3985","cd","0"
"3986","cd","0"
"3987","cd","1"
"3988","cd","0"
"3989","cd","1"
"3990","cd","0"
"3991","cd","0"
"3992","cd","0"
"3993","cd","0"
"3994","cd","0"
"3995","cd","0"
"3996","cd","0"
"3997","cd","0"
"3998","cd","0"
"3999","cd","0"
"4000","cd","0"
"4001","cd","1"
"4002","cd","0"
"4003","cd","0"
"4004","cd","0"
"4005","cd","0"
"4006","cd","0"
"4007","cd","0"
"4008","cd","0"
"4009","cd","1"
"4010","cd","0"
"4011","cd","0"
"4012","cd","0"
"4013","cd","0"
"4014","cd","0"
"4015","cd","0"
"4016","cd","0"
"4017","cd","0"
"4018","cd","0"
"4019","cd","0"
"4020","cd","0"
"4021","cd","0"
"4022","cd","0"
"4023","cd","0"
"4024","cd","0"
"4025","cd","0"
"4026","cd","0"
"4027","cd","0"
"4028","cd","0"
"4029","cd","0"
"4030","cd","0"
"4031","cd","0"
"4032","cd","0"
"4033","cd","0"
"4034","cd","0"
"4035","cd","0"
"4036","cd","1"
"4037","cd","0"
"4038","cd","0"
"4039","cd","0"
"4040","cd","0"
"4041","cd","0"
"4042","cd","1"
"4043","cd","0"
"4044","cd","0"
"4045","cd","0"
"4046","cd","0"
"4047","cd","0"
"4048","cd","0"
"4049","cd",NA
"4050","cd","0"
"4051","cd","0"
"4052","cd","0"
"4053","cd","0"
"4054","cd","0"
"4055","cd","0"
"4056","cd","0"
"4057","cd","0"
"4058","cd","0"
"4059","cd",NA
"4060","cd","0"
"4061","cd","0"
"4062","cd","0"
"4063","cd","0"
"4064","cd","0"
"4065","cd","0"
"4066","cd","0"
"4067","cd","0"
"4068","cd",NA
"4069","cd","0"
"4070","cd","0"
"4071","cd","0"
"4072","cd","0"
"4073","cd","0"
"4074","cd","0"
"4075","cd","0"
"4076","cd","0"
"4077","cd","0"
"4078","cd","0"
"4079","cd","0"
"4080","cd","0"
"4081","cd","0"
"4082","cd","0"
"4083","cd","0"
"4084","cd","0"
"4085","cd","0"
"4086","cd","0"
"4087","cd","0"
"4088","cd","0"
"4089","cd","0"
"4090","cd","0"
"4091","cd","0"
"4092","cd","0"
"4093","cd","0"
"4094","cd","0"
"4095","cd","0"
"4096","cd","0"
"4097","cd","0"
"4098","cd","0"
"4099","cd","0"
"4100","cd","0"
"4101","cd","0"
"4102","cd","0"
"4103","cd","0"
"4104","cd","0"
"4105","cd","0"
"4106","cd","0"
"4107","cd","0"
"4108","cd","0"
"4109","cd","0"
"4110","cd","0"
"4111","cd","0"
"4112","cd","0"
"4113","cd","0"
"4114","cd","0"
"4115","cd","0"
"4116","cd","0"
"4117","cd","0"
"4118","cd","0"
"4119","cd","0"
"4120","cd","0"
"4121","cd","0"
"4122","cd","0"
"4123","cd","0"
"4124","cd","0"
"4125","cd","0"
"4126","cd","0"
"4127","cd","0"
"4128","cd","0"
"4129","cd","0"
"4130","cd","0"
"4131","cd","0"
"4132","cd","0"
"4133","cd","0"
"4134","cd","0"
"4135","cd","0"
"4136","cd","0"
"4137","cd","0"
"4138","cd","0"
"4139","cd","1"
"4140","cd","0"
"4141","cd","0"
"4142","cd","0"
"4143","cd","0"
"4144","cd","0"
"4145","cd","0"
"4146","cd","0"
"4147","cd","0"
"4148","cd","1"
"4149","cd","0"
"4150","cd","0"
"4151","cd","0"
"4152","cd","1"
"4153","cd","0"
"4154","cd","0"
"4155","cd","0"
"4156","cd","0"
"4157","cd","0"
"4158","cd","0"
"4159","cd","0"
"4160","cd","0"
"4161","cd","0"
"4162","cd","0"
"4163","cd","0"
"4164","cd","0"
"4165","cd","0"
"4166","cd","0"
"4167","cd","0"
"4168","cd","0"
"4169","cd","0"
"4170","cd","0"
"4171","cd","0"
"4172","cd",NA
"4173","cd","0"
"4174","cd","0"
"4175","cd","0"
"4176","cd","1"
"4177","cd","0"
"4178","cd","0"
"4179","cd","0"
"4180","cd","0"
"4181","cd",NA
"4182","cd","0"
"4183","cd","0"
"4184","cd","0"
"4185","cd","0"
"4186","cd","0"
"4187","cd",NA
"4188","cd","0"
"4189","cd","0"
"4190","cd","0"
"4191","cd","1"
"4192","cd","0"
"4193","cd","0"
"4194","cd","0"
"4195","cd","0"
"4196","cd","0"
"4197","cd","0"
"4198","cd","0"
"4199","cd",NA
"4200","cd","0"
"4201","cd","0"
"4202","cd","0"
"4203","cd","0"
"4204","cd","0"
"4205","cd",NA
"4206","cd","0"
"4207","cd","0"
"4208","cd","0"
"4209","cd","0"
"4210","cd","0"
"4211","cd","0"
"4212","cd","0"
"4213","cd","0"
"4214","cd","0"
"4215","cd","1"
"4216","cd","0"
"4217","cd","0"
"4218","cd","0"
"4219","cd","0"
"4220","cd","0"
"4221","cd","0"
"4222","cd","0"
"4223","cd","0"
"4224","cd","0"
"4225","cd","0"
"4226","cd","0"
"4227","cd","0"
"4228","cd","0"
"4229","cd","0"
"4230","cd","0"
"4231","cd","0"
"4232","cd","0"
"4233","cd","0"
"4234","cd","0"
"4235","cd","0"
"4236","cd","0"
"4237","cd","0"
